date,time,text,cleaning,case_folding,normalisasi,token,stopword_removal,steming_data,is_unique_stem,Sentiment,Score
2025-07-14,14:29:23,@banonuw kk ibat another level si ril #KaburAjaDulu lah lu kan si papih bntr lagi mau balik,kk ibat another level si ril  lah lu kan si papih bntr lagi mau balik,kk ibat another level si ril  lah lu kan si papih bntr lagi mau balik,kakak ibat another level sih ril lah kamu kan sih papih bentar lagi mau balik,"['kakak', 'ibat', 'another', 'level', 'sih', 'ril', 'lah', 'kamu', 'kan', 'sih', 'papih', 'bentar', 'lagi', 'mau', 'balik']","['kakak', 'ibat', 'another', 'level', 'sih', 'ril', 'sih', 'papih', 'bentar']",kakak ibat another level sih ril sih papih bentar,True,Negatif,0
2025-07-14,14:28:23,@kompascom saatnya guru ikut #kaburajadulu,saatnya guru ikut,saatnya guru ikut,saatnya guru ikut,"['saatnya', 'guru', 'ikut']",['guru'],guru,True,Positif,1
2025-07-14,12:21:16,@lemmonnad Saran gue sit #kaburajadulu yuk. Biar lingkungan baru suasana baru orng2 baru.,Saran gue sit  yuk Biar lingkungan baru suasana baru orng baru,saran gue sit  yuk biar lingkungan baru suasana baru orng baru,saran gue sit yuk biar lingkungan baru suasana baru orang baru,"['saran', 'gue', 'sit', 'yuk', 'biar', 'lingkungan', 'baru', 'suasana', 'baru', 'orang', 'baru']","['saran', 'gue', 'sit', 'yuk', 'biar', 'lingkungan', 'suasana', 'orang']",saran gue sit yuk biar lingkung suasana orang,True,Positif,1
2025-07-14,12:04:08,Dulu #KaburAjaDulu karena admin merasa better than people around me di kantor. Setelah kabur &amp; kerja di Eropa malah sempat anxious karena banyak yg lebih pintar dari admin But the point stands: kalau kamu merasa pintar &amp; gak berkembang di Indonesia consider #KaburAjaDulu.,Dulu  karena admin merasa better than people around me di kantor Setelah kabur amp kerja di Eropa malah sempat anxious karena banyak yg lebih pintar dari admin But the point stands kalau kamu merasa pintar amp gak berkembang di Indonesia consider ,dulu  karena admin merasa better than people around me di kantor setelah kabur amp kerja di eropa malah sempat anxious karena banyak yg lebih pintar dari admin but the point stands kalau kamu merasa pintar amp gak berkembang di indonesia consider ,dulu karena admin merasa better tahan people around me di kantor setelah kabur amp kerja di eropa malah sempat anxious karena banyak yang lebih pintar dari admin but the point stands kalau kamu merasa pintar amp tidak berkembang di indonesia consider,"['dulu', 'karena', 'admin', 'merasa', 'better', 'tahan', 'people', 'around', 'me', 'di', 'kantor', 'setelah', 'kabur', 'amp', 'kerja', 'di', 'eropa', 'malah', 'sempat', 'anxious', 'karena', 'banyak', 'yang', 'lebih', 'pintar', 'dari', 'admin', 'but', 'the', 'point', 'stands', 'kalau', 'kamu', 'merasa', 'pintar', 'amp', 'tidak', 'berkembang', 'di', 'indonesia', 'consider']","['admin', 'better', 'tahan', 'people', 'around', 'me', 'kantor', 'kabur', 'amp', 'kerja', 'eropa', 'anxious', 'pintar', 'admin', 'but', 'the', 'point', 'stands', 'pintar', 'amp', 'berkembang', 'indonesia', 'consider']",admin better tahan people around me kantor kabur amp kerja eropa anxious pintar admin but the point stands pintar amp kembang indonesia consider,True,Positif,1
2025-07-14,11:59:05,Habis ini gue join #.kaburajadulu Mik.,Habis ini gue join kaburajadulu Mik,habis ini gue join kaburajadulu mik,habis ini gue join kaburajadulu mik,"['habis', 'ini', 'gue', 'join', 'kaburajadulu', 'mik']","['habis', 'gue', 'join', 'kaburajadulu', 'mik']",habis gue join kaburajadulu mik,True,Positif,1
2025-07-14,11:47:31,kalau konsep nya kaburajadulu. aku ga akan mau kembali dallergut https://t.co/sQ9iugDhPH,kalau konsep nya kaburajadulu aku ga akan mau kembali dallergut,kalau konsep nya kaburajadulu aku ga akan mau kembali dallergut,kalau konsep ya kaburajadulu aku tidak akan mau kembali dallergut,"['kalau', 'konsep', 'ya', 'kaburajadulu', 'aku', 'tidak', 'akan', 'mau', 'kembali', 'dallergut']","['konsep', 'ya', 'kaburajadulu', 'dallergut']",konsep ya kaburajadulu dallergut,True,Positif,1
2025-07-14,11:47:04,Alhamdulillah di reach out KAP big 4 dari middle east semoga semesta mendukung untuk #kaburajadulu,Alhamdulillah di reach out KAP big  dari middle east semoga semesta mendukung untuk,alhamdulillah di reach out kap big  dari middle east semoga semesta mendukung untuk,alhamdulillah di reach out kap big dari middle east semoga semesta mendukung untuk,"['alhamdulillah', 'di', 'reach', 'out', 'kap', 'big', 'dari', 'middle', 'east', 'semoga', 'semesta', 'mendukung', 'untuk']","['alhamdulillah', 'reach', 'out', 'kap', 'big', 'middle', 'east', 'semoga', 'semesta', 'mendukung']",alhamdulillah reach out kap big middle east moga semesta dukung,True,Positif,1
2025-07-14,11:45:25,Nah itu tau susahnya ngerjain kerjaan tanpa dukungan pemerintah. Kalo lu tau ada pemerintah di luar negeri yang guru-gurunya udah digaji tinggi BPJS-nya mereka digratiskan pula lu juga iri pengen #kaburajadulu ke negara itu. Masalahnya gue males ngasih tau lu negara mana. ,Nah itu tau susahnya ngerjain kerjaan tanpa dukungan pemerintah Kalo lu tau ada pemerintah di luar negeri yang gurugurunya udah digaji tinggi BPJSnya mereka digratiskan pula lu juga iri pengen  ke negara itu Masalahnya gue males ngasih tau lu negara mana,nah itu tau susahnya ngerjain kerjaan tanpa dukungan pemerintah kalo lu tau ada pemerintah di luar negeri yang gurugurunya udah digaji tinggi bpjsnya mereka digratiskan pula lu juga iri pengen  ke negara itu masalahnya gue males ngasih tau lu negara mana,nah itu tau susahnya ngerjain pekerjaan tanpa dukungan pemerintah kalau kamu tau ada pemerintah di luar negeri yang gurugurunya sudah digaji tinggi bpjsnya mereka digratiskan pula kamu juga iri pengin ke negara itu masalahnya gue malas mengasih tau kamu negara mana,"['nah', 'itu', 'tau', 'susahnya', 'ngerjain', 'pekerjaan', 'tanpa', 'dukungan', 'pemerintah', 'kalau', 'kamu', 'tau', 'ada', 'pemerintah', 'di', 'luar', 'negeri', 'yang', 'gurugurunya', 'sudah', 'digaji', 'tinggi', 'bpjsnya', 'mereka', 'digratiskan', 'pula', 'kamu', 'juga', 'iri', 'pengin', 'ke', 'negara', 'itu', 'masalahnya', 'gue', 'malas', 'mengasih', 'tau', 'kamu', 'negara', 'mana']","['tau', 'susahnya', 'ngerjain', 'pekerjaan', 'dukungan', 'pemerintah', 'tau', 'pemerintah', 'negeri', 'gurugurunya', 'digaji', 'bpjsnya', 'digratiskan', 'iri', 'pengin', 'negara', 'gue', 'malas', 'mengasih', 'tau', 'negara']",tau susah ngerjain kerja dukung perintah tau perintah negeri gurugurunya gaji bpjsnya gratis iri pengin negara gue malas asih tau negara,True,Negatif,0
2025-07-14,11:21:26,ini sebelum atau setelah tren #kaburajadulu ya,ini sebelum atau setelah tren  ya,ini sebelum atau setelah tren  ya,ini sebelum atau setelah tren ya,"['ini', 'sebelum', 'atau', 'setelah', 'tren', 'ya']","['tren', 'ya']",tren ya,True,Negatif,0
2025-07-14,09:14:17,@ddungdindangdut Wkwkwk kita aja mau ngusahain #kaburajadulu yaaa,Wkwkwk kita aja mau ngusahain  yaaa,wkwkwk kita aja mau ngusahain  yaaa,wkwkwk kita saja mau ngusahain ya,"['wkwkwk', 'kita', 'saja', 'mau', 'ngusahain', 'ya']","['wkwkwk', 'ngusahain', 'ya']",wkwkwk ngusahain ya,True,Positif,1
2025-07-14,05:20:25,Gengsssss yang mau lanjutttt studi ke Korea cuz ajah langsung ceki ceki belajarhaeyo yahh buat konsultasi/proofread ;) Siapatau tahun depan giliranmu loh #KaburAjaDulu?!?!?!?,Gengsssss yang mau lanjutttt studi ke Korea cuz ajah langsung ceki ceki belajarhaeyo yahh buat konsultasiproofread  Siapatau tahun depan giliranmu loh ,gengsssss yang mau lanjutttt studi ke korea cuz ajah langsung ceki ceki belajarhaeyo yahh buat konsultasiproofread  siapatau tahun depan giliranmu loh ,gengsssss yang mau lanjutttt studi ke korea cuz saja langsung ceki ceki belajarhaeyo ya buat konsultasiproofread siapatau tahun depan giliranmu loh,"['gengsssss', 'yang', 'mau', 'lanjutttt', 'studi', 'ke', 'korea', 'cuz', 'saja', 'langsung', 'ceki', 'ceki', 'belajarhaeyo', 'ya', 'buat', 'konsultasiproofread', 'siapatau', 'tahun', 'depan', 'giliranmu', 'loh']","['gengsssss', 'lanjutttt', 'studi', 'korea', 'cuz', 'langsung', 'ceki', 'ceki', 'belajarhaeyo', 'ya', 'konsultasiproofread', 'siapatau', 'giliranmu', 'loh']",gengsssss lanjutttt studi korea cuz langsung ceki ceki belajarhaeyo ya konsultasiproofread siapatau gilir loh,True,Positif,1
2025-07-14,05:19:03,System jelek. Underqualified karna kualifikasinya setinggi langit. Giliran memenuhi dibilang overbudget. Giliran memenuhi lebih dikit dibilang overqualified. Stress bro tinggal di negara ini mending kaburajadulu,System jelek Underqualified karna kualifikasinya setinggi langit Giliran memenuhi dibilang overbudget Giliran memenuhi lebih dikit dibilang overqualified Stress bro tinggal di negara ini mending kaburajadulu,system jelek underqualified karna kualifikasinya setinggi langit giliran memenuhi dibilang overbudget giliran memenuhi lebih dikit dibilang overqualified stress bro tinggal di negara ini mending kaburajadulu,system jelek underqualified karena kualifikasinya setinggi langit giliran memenuhi dibilang overbudget giliran memenuhi lebih dikit dibilang overqualified stres bro tinggal di negara ini mending kaburajadulu,"['system', 'jelek', 'underqualified', 'karena', 'kualifikasinya', 'setinggi', 'langit', 'giliran', 'memenuhi', 'dibilang', 'overbudget', 'giliran', 'memenuhi', 'lebih', 'dikit', 'dibilang', 'overqualified', 'stres', 'bro', 'tinggal', 'di', 'negara', 'ini', 'mending', 'kaburajadulu']","['system', 'jelek', 'underqualified', 'kualifikasinya', 'langit', 'giliran', 'memenuhi', 'dibilang', 'overbudget', 'giliran', 'memenuhi', 'dikit', 'dibilang', 'overqualified', 'stres', 'bro', 'tinggal', 'negara', 'mending', 'kaburajadulu']",system jelek underqualified kualifikasi langit gilir penuh bilang overbudget gilir penuh dikit bilang overqualified stres bro tinggal negara mending kaburajadulu,True,Negatif,0
2025-07-14,04:14:04,@worksfess Gue S3 dosen luar biasa di univ negeri. Bulan depan gue ke ln #kaburajadulu,Gue S dosen luar biasa di univ negeri Bulan depan gue ke ln,gue s dosen luar biasa di univ negeri bulan depan gue ke ln,gue si dosen luar biasa di universitas negeri bulan depan gue ke ln,"['gue', 'si', 'dosen', 'luar', 'biasa', 'di', 'universitas', 'negeri', 'bulan', 'depan', 'gue', 'ke', 'ln']","['gue', 'si', 'dosen', 'universitas', 'negeri', 'gue', 'ln']",gue si dosen universitas negeri gue ln,True,Negatif,0
2025-07-14,03:06:26,@junjaegf kapan ya bisa pake hesteg kaburajadulu,kapan ya bisa pake hesteg kaburajadulu,kapan ya bisa pake hesteg kaburajadulu,kapan ya bisa pakai hesteg kaburajadulu,"['kapan', 'ya', 'bisa', 'pakai', 'hesteg', 'kaburajadulu']","['ya', 'pakai', 'hesteg', 'kaburajadulu']",ya pakai hesteg kaburajadulu,True,Positif,1
2025-07-14,03:03:03,@freddyths Dampak #KaburAja #KaburAjaDulu #IndonesiaGelap,Dampak,dampak,dampak,['dampak'],['dampak'],dampak,True,Negatif,0
2025-07-14,02:38:01,@ARSIPAJA #kaburajadulu ke Korea yukk,ke Korea yukk,ke korea yukk,ke korea yuk,"['ke', 'korea', 'yuk']","['korea', 'yuk']",korea yuk,True,Positif,1
2025-07-14,02:37:25,Kalo masih begini jangan sok bikin #kaburajadulu ygy Ntar dibanned. Jp udah banned id per 2026.,Kalo masih begini jangan sok bikin  ygy Ntar dibanned Jp udah banned id per ,kalo masih begini jangan sok bikin  ygy ntar dibanned jp udah banned id per ,kalau masih begini jangan sok bikin ygy entar dibanned jp sudah banned id per,"['kalau', 'masih', 'begini', 'jangan', 'sok', 'bikin', 'ygy', 'entar', 'dibanned', 'jp', 'sudah', 'banned', 'id', 'per']","['sok', 'bikin', 'ygy', 'entar', 'dibanned', 'jp', 'banned', 'id']",sok bikin ygy entar dibanned jp banned id,True,Negatif,0
2025-07-14,02:01:55,@Zentizen_ Sudah hancur ini bangsa. #kaburajadulu,Sudah hancur ini bangsa,sudah hancur ini bangsa,sudah hancur ini bangsa,"['sudah', 'hancur', 'ini', 'bangsa']","['hancur', 'bangsa']",hancur bangsa,True,Negatif,0
2025-07-13,22:43:15,@Luthser nyari papah gula untuk bisa #KaburAjaDulu,nyari papah gula untuk bisa,nyari papah gula untuk bisa,mencari papah gula untuk bisa,"['mencari', 'papah', 'gula', 'untuk', 'bisa']","['mencari', 'papah', 'gula']",cari papah gula,True,Negatif,0
2025-07-13,17:35:40,@AmayaMiyuID gw sangat respek sama org yg mau KaburAjaDulu ,gw sangat respek sama org yg mau KaburAjaDulu,gw sangat respek sama org yg mau kaburajadulu,gue sangat respek sama orang yang mau kaburajadulu,"['gue', 'sangat', 'respek', 'sama', 'orang', 'yang', 'mau', 'kaburajadulu']","['gue', 'respek', 'orang', 'kaburajadulu']",gue respek orang kaburajadulu,True,Negatif,0
2025-07-13,16:08:04,@dukeofmalang Upgrade CV lalu ikut (hashtag)kaburajadulu,Upgrade CV lalu ikut hashtagkaburajadulu,upgrade cv lalu ikut hashtagkaburajadulu,upgrade cv lalu ikut hashtagkaburajadulu,"['upgrade', 'cv', 'lalu', 'ikut', 'hashtagkaburajadulu']","['upgrade', 'cv', 'hashtagkaburajadulu']",upgrade cv hashtagkaburajadulu,True,Negatif,0
2025-07-13,14:28:25,@yappingfess sangat menyia-nyiakan kesempatan pdhl waktu awal trend kaburajadulu jepang terbuka lebar buat orang indo,sangat menyianyiakan kesempatan pdhl waktu awal trend kaburajadulu jepang terbuka lebar buat orang indo,sangat menyianyiakan kesempatan pdhl waktu awal trend kaburajadulu jepang terbuka lebar buat orang indo,sangat menyianyiakan kesempatan padahal waktu awal trend kaburajadulu jepang terbuka lebar buat orang indonesia,"['sangat', 'menyianyiakan', 'kesempatan', 'padahal', 'waktu', 'awal', 'trend', 'kaburajadulu', 'jepang', 'terbuka', 'lebar', 'buat', 'orang', 'indonesia']","['menyianyiakan', 'kesempatan', 'trend', 'kaburajadulu', 'jepang', 'terbuka', 'lebar', 'orang', 'indonesia']",menyianyiakan sempat trend kaburajadulu jepang buka lebar orang indonesia,True,Negatif,0
2025-07-13,13:55:53,@ceciliatoumahuw Yg penting bisa bawa #KaburAjaDulu sih,Yg penting bisa bawa  sih,yg penting bisa bawa  sih,yang penting bisa bawa sih,"['yang', 'penting', 'bisa', 'bawa', 'sih']","['bawa', 'sih']",bawa sih,True,Negatif,0
2025-07-13,13:32:33,#KaburAjaDulu Bukan berarti kalah . Kadang diam dan pergi itu cara paling waras buat tetap hidup. -Pak Tua Sjam #MalamMinggu,Bukan berarti kalah  Kadang diam dan pergi itu cara paling waras buat tetap hidup Pak Tua Sjam,bukan berarti kalah  kadang diam dan pergi itu cara paling waras buat tetap hidup pak tua sjam,bukan berarti kalah kadang diam dan pergi itu cara paling waras buat tetap hidup pak tua sjam,"['bukan', 'berarti', 'kalah', 'kadang', 'diam', 'dan', 'pergi', 'itu', 'cara', 'paling', 'waras', 'buat', 'tetap', 'hidup', 'pak', 'tua', 'sjam']","['kalah', 'kadang', 'diam', 'pergi', 'waras', 'hidup', 'tua', 'sjam']",kalah kadang diam pergi waras hidup tua sjam,True,Negatif,0
2025-07-13,12:17:36,@cikyini kalo jadi #kaburajadulu tolong dibawa yh anggap seperti anakmu bersama jeno (walaupun fotonya salah),kalo jadi  tolong dibawa yh anggap seperti anakmu bersama jeno walaupun fotonya salah,kalo jadi  tolong dibawa yh anggap seperti anakmu bersama jeno walaupun fotonya salah,kalau jadi tolong dibawa ya anggap seperti anakmu bersama jeno walaupun fotonya salah,"['kalau', 'jadi', 'tolong', 'dibawa', 'ya', 'anggap', 'seperti', 'anakmu', 'bersama', 'jeno', 'walaupun', 'fotonya', 'salah']","['tolong', 'dibawa', 'ya', 'anggap', 'anakmu', 'jeno', 'fotonya', 'salah']",tolong bawa ya anggap anak jeno foto salah,True,Negatif,0
2025-07-13,11:36:36,Marah soal #KaburAjaDulu terus kita disuruh cari kerja di luar terus sekarang kita ga kompeten? 19 juta lapangan kerja dijanjikan mana? Yang CV-nya pengalaman okepun kalah sama ordal . Minimum wage segini tapi harga bahan baku makin mahal mau makan apa? Wtf dawg? https://t.co/5Urg3FL5HE,Marah soal  terus kita disuruh cari kerja di luar terus sekarang kita ga kompeten  juta lapangan kerja dijanjikan mana Yang CVnya pengalaman okepun kalah sama ordal  Minimum wage segini tapi harga bahan baku makin mahal mau makan apa Wtf dawg,marah soal  terus kita disuruh cari kerja di luar terus sekarang kita ga kompeten  juta lapangan kerja dijanjikan mana yang cvnya pengalaman okepun kalah sama ordal  minimum wage segini tapi harga bahan baku makin mahal mau makan apa wtf dawg,marah soal terus kita disuruh cari kerja di luar terus sekarang kita tidak kompeten juta lapangan kerja dijanjikan mana yang cvnya pengalaman okepun kalah sama ordal minimum wage segini tapi harga bahan baku makin mahal mau makan apa wtf dawg,"['marah', 'soal', 'terus', 'kita', 'disuruh', 'cari', 'kerja', 'di', 'luar', 'terus', 'sekarang', 'kita', 'tidak', 'kompeten', 'juta', 'lapangan', 'kerja', 'dijanjikan', 'mana', 'yang', 'cvnya', 'pengalaman', 'okepun', 'kalah', 'sama', 'ordal', 'minimum', 'wage', 'segini', 'tapi', 'harga', 'bahan', 'baku', 'makin', 'mahal', 'mau', 'makan', 'apa', 'wtf', 'dawg']","['marah', 'disuruh', 'cari', 'kerja', 'kompeten', 'juta', 'lapangan', 'kerja', 'dijanjikan', 'cvnya', 'pengalaman', 'okepun', 'kalah', 'ordal', 'minimum', 'wage', 'segini', 'harga', 'bahan', 'baku', 'mahal', 'makan', 'wtf', 'dawg']",marah suruh cari kerja kompeten juta lapang kerja janji cvnya alam oke kalah ordal minimum wage gin harga bahan baku mahal makan wtf dawg,True,Positif,1
2025-07-13,11:32:23,@Esnoire #KaburAjaDulu is the best solution. Tapi dompet gue gak mumpuni.,is the best solution Tapi dompet gue gak mumpuni,is the best solution tapi dompet gue gak mumpuni,is the best solution tapi dompet gue tidak mumpuni,"['is', 'the', 'best', 'solution', 'tapi', 'dompet', 'gue', 'tidak', 'mumpuni']","['is', 'the', 'best', 'solution', 'dompet', 'gue', 'mumpuni']",is the best solution dompet gue mumpuni,True,Negatif,0
2025-07-13,11:00:38,Biarin aja yg penting gue terserap di luar negeri #kaburajadulu,Biarin aja yg penting gue terserap di luar negeri,biarin aja yg penting gue terserap di luar negeri,biarkan saja yang penting gue terserap di luar negeri,"['biarkan', 'saja', 'yang', 'penting', 'gue', 'terserap', 'di', 'luar', 'negeri']","['biarkan', 'gue', 'terserap', 'negeri']",biar gue serap negeri,True,Negatif,0
2025-07-13,10:23:47,wkwk mendadak nyomot siapa tau kaburajadulu https://t.co/4CtUuIXmpE,wkwk mendadak nyomot siapa tau kaburajadulu,wkwk mendadak nyomot siapa tau kaburajadulu,wkwk mendadak nyomot siapa tau kaburajadulu,"['wkwk', 'mendadak', 'nyomot', 'siapa', 'tau', 'kaburajadulu']","['wkwk', 'mendadak', 'nyomot', 'tau', 'kaburajadulu']",wkwk dadak nyomot tau kaburajadulu,True,Negatif,0
2025-07-13,06:51:38,@xylans Makanya Indonesia gak kenal dia kewarganegaraan apalagi yg kaum KaburAjaDulu tapi cuma wacana forever,Makanya Indonesia gak kenal dia kewarganegaraan apalagi yg kaum KaburAjaDulu tapi cuma wacana forever,makanya indonesia gak kenal dia kewarganegaraan apalagi yg kaum kaburajadulu tapi cuma wacana forever,makanya indonesia tidak kenal dia kewarganegaraan apalagi yang kaum kaburajadulu tapi cuma wacana forever,"['makanya', 'indonesia', 'tidak', 'kenal', 'dia', 'kewarganegaraan', 'apalagi', 'yang', 'kaum', 'kaburajadulu', 'tapi', 'cuma', 'wacana', 'forever']","['indonesia', 'kenal', 'kewarganegaraan', 'kaum', 'kaburajadulu', 'wacana', 'forever']",indonesia kenal kewarganegaraan kaum kaburajadulu wacana forever,True,Negatif,0
2025-07-13,04:56:55,@AnchorSeafoam Jadi WNInya boleh kita hapuskan aja ga dede minat kaburajadulu ke belahan dunia lain yang isinya kakak sama dede aja I love you istriku please habisin waktu sama aku seumur hidup sayang,Jadi WNInya boleh kita hapuskan aja ga dede minat kaburajadulu ke belahan dunia lain yang isinya kakak sama dede aja I love you istriku please habisin waktu sama aku seumur hidup sayang,jadi wninya boleh kita hapuskan aja ga dede minat kaburajadulu ke belahan dunia lain yang isinya kakak sama dede aja i love you istriku please habisin waktu sama aku seumur hidup sayang,jadi wninya boleh kita hapuskan saja tidak adek minat kaburajadulu ke belahan dunia lain yang isinya kakak sama adek saja i love you istriku please habisin waktu sama aku seumur hidup sayang,"['jadi', 'wninya', 'boleh', 'kita', 'hapuskan', 'saja', 'tidak', 'adek', 'minat', 'kaburajadulu', 'ke', 'belahan', 'dunia', 'lain', 'yang', 'isinya', 'kakak', 'sama', 'adek', 'saja', 'i', 'love', 'you', 'istriku', 'please', 'habisin', 'waktu', 'sama', 'aku', 'seumur', 'hidup', 'sayang']","['wninya', 'hapuskan', 'adek', 'minat', 'kaburajadulu', 'belahan', 'dunia', 'isinya', 'kakak', 'adek', 'i', 'love', 'you', 'istriku', 'please', 'habisin', 'seumur', 'hidup', 'sayang']",wninya hapus adek minat kaburajadulu bahan dunia isi kakak adek i love you istri please habisin umur hidup sayang,True,Negatif,0
2025-07-13,03:27:30,Ke Bandung hari Minggu males parkir-parkir. Kirim semua oleh-oleh ke penginepan langsung angkut. Bisa fokus ke tempat wisatanya aja. Gini ini yg jd males #KaburAjaDulu Etapi kalo di negara maju apa masih bakal beli oleh2 ya ,Ke Bandung hari Minggu males parkirparkir Kirim semua oleholeh ke penginepan langsung angkut Bisa fokus ke tempat wisatanya aja Gini ini yg jd males  Etapi kalo di negara maju apa masih bakal beli oleh ya,ke bandung hari minggu males parkirparkir kirim semua oleholeh ke penginepan langsung angkut bisa fokus ke tempat wisatanya aja gini ini yg jd males  etapi kalo di negara maju apa masih bakal beli oleh ya,ke bandung hari minggu malas parkirparkir kirim semua oleholeh ke penginepan langsung angkut bisa fokus ke tempat wisatanya saja begini ini yang jadi malas etapi kalau di negara maju apa masih bakal beli oleh ya,"['ke', 'bandung', 'hari', 'minggu', 'malas', 'parkirparkir', 'kirim', 'semua', 'oleholeh', 'ke', 'penginepan', 'langsung', 'angkut', 'bisa', 'fokus', 'ke', 'tempat', 'wisatanya', 'saja', 'begini', 'ini', 'yang', 'jadi', 'malas', 'etapi', 'kalau', 'di', 'negara', 'maju', 'apa', 'masih', 'bakal', 'beli', 'oleh', 'ya']","['bandung', 'minggu', 'malas', 'parkirparkir', 'kirim', 'oleholeh', 'penginepan', 'langsung', 'angkut', 'fokus', 'wisatanya', 'malas', 'etapi', 'negara', 'maju', 'beli', 'ya']",bandung minggu malas parkirparkir kirim oleholeh penginepan langsung angkut fokus wisata malas etapi negara maju beli ya,True,Positif,1
2025-07-13,00:23:23,intai-intai sebelum #kaburajadulu,intaiintai sebelum,intaiintai sebelum,intaiintai sebelum,"['intaiintai', 'sebelum']",['intaiintai'],intaiintai,True,Negatif,0
2025-07-12,19:16:45,karna banyak temanku berhasil kaburajadulu doakan aku bisaaaaa mau bgt cao dr sini ktp ganti minimal,karna banyak temanku berhasil kaburajadulu doakan aku bisaaaaa mau bgt cao dr sini ktp ganti minimal,karna banyak temanku berhasil kaburajadulu doakan aku bisaaaaa mau bgt cao dr sini ktp ganti minimal,karena banyak temanku berhasil kaburajadulu doakan aku bisaaaaa mau banget cao dari sini ktp ganti minimal,"['karena', 'banyak', 'temanku', 'berhasil', 'kaburajadulu', 'doakan', 'aku', 'bisaaaaa', 'mau', 'banget', 'cao', 'dari', 'sini', 'ktp', 'ganti', 'minimal']","['temanku', 'berhasil', 'kaburajadulu', 'doakan', 'bisaaaaa', 'banget', 'cao', 'ktp', 'ganti', 'minimal']",teman hasil kaburajadulu doa bisaaaaa banget cao ktp ganti minimal,True,Positif,1
2025-07-12,18:23:07,metik cabe apaan lempeng bgt gitu aaowkaowkoakwoakw #kaburajadulu,metik cabe apaan lempeng bgt gitu aaowkaowkoakwoakw,metik cabe apaan lempeng bgt gitu aaowkaowkoakwoakw,metik cabe apaan lempeng banget begitu aaowkaowkoakwoakw,"['metik', 'cabe', 'apaan', 'lempeng', 'banget', 'begitu', 'aaowkaowkoakwoakw']","['metik', 'cabe', 'lempeng', 'banget', 'aaowkaowkoakwoakw']",metik cabe lempeng banget aaowkaowkoakwoakw,True,Negatif,0
2025-07-12,17:57:40,neb semua orang mau #KaburAjaDulu elu malah pgn tinggal ,neb semua orang mau  elu malah pgn tinggal,neb semua orang mau  elu malah pgn tinggal,neb semua orang mau lu malah pengin tinggal,"['neb', 'semua', 'orang', 'mau', 'lu', 'malah', 'pengin', 'tinggal']","['neb', 'orang', 'lu', 'pengin', 'tinggal']",neb orang lu pengin tinggal,True,Negatif,0
2025-07-12,17:26:06,lagi lempar ketapel ga sengaja kena @raveqclaw. kaburajadulu. ( o ᴗo ),lagi lempar ketapel ga sengaja kena  kaburajadulu  o o ,lagi lempar ketapel ga sengaja kena  kaburajadulu  o o ,lagi lempar ketapel tidak sengaja kena kaburajadulu o o,"['lagi', 'lempar', 'ketapel', 'tidak', 'sengaja', 'kena', 'kaburajadulu', 'o', 'o']","['lempar', 'ketapel', 'sengaja', 'kena', 'kaburajadulu', 'o', 'o']",lempar ketapel sengaja kena kaburajadulu o o,True,Negatif,0
2025-07-12,16:38:27,@JonghoJoestarr Kita realisasikan #kaburajadulu itu bung,Kita realisasikan  itu bung,kita realisasikan  itu bung,kita realisasikan itu bung,"['kita', 'realisasikan', 'itu', 'bung']",['realisasikan'],realisasi,True,Negatif,0
2025-07-12,16:09:51,@sogibini sudah saatnya #kaburajadulu ke thai hahaha,sudah saatnya  ke thai hahaha,sudah saatnya  ke thai hahaha,sudah saatnya ke thai hahaha,"['sudah', 'saatnya', 'ke', 'thai', 'hahaha']","['thai', 'hahaha']",thai hahaha,True,Negatif,0
2025-07-12,15:33:57,#KaburAjaDulu a la orang olanda. Memang rotzooi tapi realistis. https://t.co/dcsxiC6LE1,a la orang olanda Memang rotzooi tapi realistis,a la orang olanda memang rotzooi tapi realistis,a lah orang olanda memang rotzooi tapi realistis,"['a', 'lah', 'orang', 'olanda', 'memang', 'rotzooi', 'tapi', 'realistis']","['a', 'orang', 'olanda', 'rotzooi', 'realistis']",a orang olanda rotzooi realistis,True,Positif,1
