date,time,steming_data,Score,Sentiment
2025-07-01,08:28:15,connect eh obrol sadar nih orang nih obrol sense tangkap sih trtarik unt bantu rencana ya somehow kesel asa dimanfaatin nih sblumnya sok asik nge reject eikh dendam wkwk,0,negatif
2025-07-01,07:52:11,kak bareng,0,negatif
2025-07-01,07:28:29,kepo nasib moza kayak nyiapin mental whv,0,negatif
2025-07-01,06:59:46,kemenpmi dorong warga negeri anggota dpr ironi kes dukung,1,positif
2025-07-01,06:32:17,ya tuh pendapataliran whatever you name cenderung kayak cuman laku anomali masyarakat unity diversity gres vs karir negeri,0,negatif
2025-07-01,05:37:37,trend gandrung kawula muda ya,0,negatif
2025-07-01,05:23:43,ya kemarin kritik kecam kerja perintah becus tekan miskin ketenagakerjaan,0,negatif
2025-07-01,05:20:43,sayang,0,negatif
2025-07-01,04:48:55,deh lamami tahu daeng pas kemarin rame janu nikmat infotainment,1,positif
2025-07-01,04:46:02,arab ndul,0,negatif
2025-07-01,03:23:38,warga negara indonesia,0,negatif
2025-07-01,03:16:11,hahaha,0,negatif
2025-06-30,14:33:46,iyohh cocok karo,0,negatif
2025-06-30,14:28:18,omon doang dana didik kena efisiensi kemarin kaburajadulu marah aneh banget minimal fasilitas urus berkas pakai fotocopy serba digital,0,negatif
2025-06-30,14:01:28,plis,0,negatif
2025-06-30,13:55:13,eh kak,0,negatif
2025-06-30,13:52:43,negara maju eropa bersih aman rapi,0,negatif
2025-06-30,13:51:22,tagar ramai gue kabur tawar kerja beasiswa aman indonesia gay gue apply asylum citizen,0,negatif
2025-06-30,13:41:25,bilang,0,negatif
2025-06-30,13:01:03,anak abah tolol nyebarin indonesis gelap hayoo sono,0,negatif
2025-06-30,12:30:51,perintah kontra saran gimana gila warga konoha,0,negatif
2025-06-30,12:12:54,kemarin nasionalis usir,0,negatif
2025-06-30,12:11:51,asli kerja ya gajinyaaaa jobdesc sambung aliasss dikit banget maksa buruh serabutan ym mah gaji dikit tekan mental kaburajadulu duit darimana ya,0,negatif
2025-06-30,12:02:02,ya allah kemarin trend bilang nasionalis eh nyuruh pelan usir negara,0,negatif
2025-06-30,11:46:57,suruh indonesia bagus wkwkwkwk,0,negatif
2025-06-30,11:25:23,susah cari kerja indonesia negeri memang lowong,0,negatif
2025-06-30,09:54:55,ya ribu anak muda diam pro barat pro palestine kabur wkwkwkwkwk mentok malaysia singapore tau ya korea jepang sensor,0,negatif
2025-06-30,09:42:20,banget,1,positif
2025-06-30,09:02:14,lulus engineer guru bukti perintah gagal sedia lapang kerja lulus negeri abdi negara lulus mah warga kali,1,positif
2025-06-30,07:33:39,calon engineer,0,negatif
2025-06-30,06:00:21,jujur kadang suka aneh orang ngedorong notion kaburajadulu peduli hak orang native tuju kayak kabur gara hak penuh sana abai hak,0,negatif
2025-06-30,05:50:50,china ngembangin drone ukur nyamuk eh rebut hak tanah rakyat beda kelas,0,negatif
2025-06-30,05:44:33,kudu ya moga ssadar awardeenya,1,positif
2025-06-30,05:44:11,hehe one step closer ikut kaburajadulu wooziiiii tunggu ketemu ketemu seventeen,1,positif
2025-06-30,05:36:09,goodbye indonesia hello floptropica,0,negatif
2025-06-30,05:35:12,share info me butuh kaburajadulu,0,negatif
2025-06-30,05:05:37,temanteman dengar tanabata tanabata sih ayo simak tweet bawah,1,positif
2025-06-30,04:41:40,capek banget apply kerja hari job app app masuk bulan ya total ya ya kudu negeri,1,positif
2025-06-30,04:18:02,jalan,0,negatif
2025-06-30,04:10:40,syarat,0,negatif
2025-06-30,03:19:05,kamar rame ayeuna titah gawe luar negeri ngaradat maha sih masyarakat teh,1,positif
2025-06-30,03:18:26,dukung semangat gelora kawankawan lets go gaes bosan hidup indonesia langsung kontak menteri pmi menteri khusus tangan tempat amp lindung pmi nama tki,1,positif
2025-06-30,03:13:18,tagar netizen cari kerja luar negeri tagar bully termul rakyat indonesia suruh cari kerja luar negeri rezim yyeeaaa termul gobloggkkk,0,negatif
2025-06-30,03:07:40,mimpi teman ngamuk ubah naga belah the fabric of time and space nyembur api ngamuknya gara-gara kaburajadulu amerika temenku satu nenangin group call whatsapp,0,negatif
2025-06-30,01:35:02,hai sender salah orang trend kaburajadulu ya sender butuh narasumber tugas psikologi sosial sedia tolong reply ya terima kasih,1,positif
2025-06-30,01:23:54,negeri kak niat kaburajadulu cinta jawa wkwkwkwkwkwkwwkwk,0,negatif
2025-06-30,00:53:22,bawa scooter,0,negatif
2025-06-30,00:50:28,ash tanggung pimpin negara kayak pilih instead,0,negatif
2025-06-29,20:49:38,jelek nasionalis gimana sih,0,negatif
2025-06-29,19:31:31,hashtag dipermasalahin dibilanvlg nasionalis eh nyuruh kabur gimana sih,0,negatif
2025-06-29,17:55:30,mie ayam bakso pengin ya tinggal bikin bilang apa indonesia kau bawa ah malas enak beli maaf statement orang hidup insya allah stabil bikin malas kapai,0,negatif
2025-06-29,17:23:59,maren gaslighting kagak nasionalis lambene nyocot ngene,0,negatif
2025-06-29,16:03:51,day tki,0,negatif
2025-06-29,16:01:56,orang jual ayam geprek langgan gue lamer pan gue jurus kayak jurus blablabla bilang oh langsung ya terima kasih bejarrr,1,positif
2025-06-29,16:01:47,duh pengin naik sih,0,negatif
2025-06-29,15:11:37,orang indonesia jerman ya pulang takut pulang gay nyebarin lgbt parah wkwkwkwkwkwk,0,negatif
2025-06-29,14:31:04,kayak bikin mie ayam,0,negatif
2025-06-29,14:27:58,ramai hashtag bilang cinta negara nyuruh lapang kerja negeri tuh janji juta lapang kerja,1,positif
2025-06-29,13:43:46,camera obscura ajak,1,positif
2025-06-29,13:32:25,kocak banget anjir marahmarah hashtag noh benar suruh kabur menteri lo,0,negatif
2025-06-29,12:53:55,pas bilang nasionalisme wkwk pas tunggu loker janji juta suruh negeri kocakk,1,positif
2025-06-29,12:16:41,sedih banget tinggal jakarta mulu ya,1,positif
2025-06-29,12:09:12,gilir kemarin kaburajadulu rame hashtagnya katai nasionalis omong menteri sinkron kayak orang mabok kecubung,0,negatif
2025-06-29,07:30:24,knapa diketawain,0,negatif
2025-06-29,07:24:27,tanda perintah sanggup sejahtera rakyat buka lapang kerja sih gibran suruh minggat negeri,1,positif
2025-06-29,07:20:03,batu ye kemarin otak atik bilang nasionalis lo lapang kerja job seekernya lempar luar timbang support doang gengsi banget kayak ya kontol,1,positif
2025-06-29,07:19:04,hashtag pakai menteri ya tagih janji lapang kerja kna piting aparat nyuruh cari kerja negeri janji mingkm ngah ngoh bicara inflasi pasar pagi suwe tenan,0,negatif
2025-06-29,06:48:21,akak,0,negatif
2025-06-29,06:48:10,kemarin hashtag kaburajadulu rakyat sindir cinta tanah air suruh cari lapang kerja negeri habis viking,0,negatif
2025-06-29,06:34:01,siang abah gilir bilang nasionalis lihat miris anggur suruh kerja negeri,0,negatif
2025-06-29,06:05:54,kemarin pakai sempat kasih peluang,0,negatif
2025-06-29,05:59:11,korut padat duduk kota bersih rapi,0,negatif
2025-06-29,05:51:26,salam,0,negatif
2025-06-29,05:47:37,yik ketemu,1,positif
2025-06-29,05:27:27,alhamdulillah let si go,1,positif
2025-06-29,04:42:18,bilang ya kak hyem sumpa suwer,1,positif
2025-06-29,04:41:40,kemarin kena gaslight gilir tuntut janji juta loker nyuruh negeri mehhhhhhhhh,0,negatif
2025-06-29,04:25:12,eh pas benar bikin lapang kerja padat karya masyarakat nganggur suruh minggat kemarin public figure influencer selebgram kol ngebantah inisiatif ra koe,1,positif
2025-06-29,04:22:57,wkwk bikin janji politik cipta lapang kerja pakai bilang green jobs sektor manufaktur investasi asing dikibulin minggat kena phk inisiatif divilifikasi,0,negatif
2025-06-29,04:22:40,gilir tagar kaburajadulu perintah cibir usir suruh cari kerja,0,negatif
2025-06-29,03:56:05,aneh kemarin kaburajadulu kecam suruh negeri minimal passportmu kuat urus visa mudah nyuruh cari kerja negeri,0,negatif
2025-06-29,03:50:57,bacote tri rek kemarin tag terima anceni bacote omon omon,1,positif
2025-06-29,03:39:49,bntarr repnya hujat karding deh paham nih tri bpmiri ya gencar ngeberangkatin orang negeri kesan kayak ngusir gitu kemarin nih dukung jalur resmi ya,1,positif
2025-06-29,03:34:03,gimana sih menteri wowo plin plan banget kemarin rame nilai nasionalis eh nyuruhnya minggat,1,positif
2025-06-29,03:21:28,kabur akutuh anak tunggal pulau jawa wkwkwk,0,negatif
2025-06-29,03:13:15,hina suruh kabur,0,negatif
2025-06-29,03:13:13,menteri gaduh kali marakkkan,0,negatif
2025-06-29,03:07:36,langkah,1,positif
2025-06-29,02:36:30,kemarin rame kaburajadulu diomelinlah bginikonoha,0,negatif
2025-06-29,02:15:15,benar cok,0,negatif
2025-06-29,02:07:30,suruh cari kerja negeri,0,negatif
2025-06-29,02:04:30,nak marah ajar kemarin bilang nasionalis nahlo nahlo,0,negatif
2025-06-29,01:58:06,info orang tato usia,0,negatif
2025-06-29,01:57:55,kak keren banget ajakinn plisss,1,positif
2025-06-29,01:40:49,lucu kemarin hujat kecam perintah suruh bego tolol,0,negatif
2025-06-29,00:42:57,buzzer buzzer iq tenggelem katai kaburajadulu,0,negatif
2025-06-29,00:07:39,anggur suruh minggat negeri ya berita rame sih bahlil bilang kaburajadulu nasionalis menteri suruh negeri ngurangi anggur,0,negatif
2025-06-28,23:54:03,tempo disinisin salah angkat ratus jabat rawa tul,0,negatif
2025-06-28,16:42:33,kayak harun mas,0,negatif
2025-06-28,16:34:26,marah sih tuh suruh langsung perintah,0,negatif
2025-06-28,16:07:41,kemarin heboh,0,negatif
2025-06-28,15:45:15,kemarenan anak muda rame menteri sewot pulang suruh ngelamar kerja negeri jabat rezim hobi bikin rakyat ngegerendeng,0,negatif
2025-06-28,15:39:30,perintah dukung,1,positif
2025-06-28,15:36:43,mantap nih menteri dukung,1,positif
2025-06-28,15:35:44,suruh wkwkwk,0,negatif
2025-06-28,15:29:38,bilang nasionalis saran,0,negatif
2025-06-28,15:20:16,beliau juta loker isi negeri tagar jabat cemooh ya,0,negatif
2025-06-28,15:17:23,kemarin kaburajadulu dinyinyirin bikin nyata semplok,0,negatif
2025-06-28,15:03:20,rame bilang nasionalis bilang lapang kerja maksud kampanye lowong juta lapang pejerjaan luar negeri ya sinkron gelap,1,positif
2025-06-28,15:00:22,gubuk reyot tinggal pergi rantau negeri sebrang tinggal gubuk reyot masuk angin please cepat pulang,0,negatif
2025-06-28,14:52:09,bahlil jelek nasionalis tuh,0,negatif
2025-06-28,14:18:17,sial hina jilat ludah nih cerita,0,negatif
2025-06-28,14:16:54,gue mengwluarkan,0,negatif
2025-06-28,14:16:40,sjauh temu orang beda brtanya std tebak kerja kerja sesuai contoh anak ditawarin asisten tara ob pers malay,1,positif
2025-06-28,14:12:48,sih kabur,0,negatif
2025-06-28,13:49:27,program perintah,0,negatif
2025-06-28,13:41:32,ramai tagar katai nasionalis gilir phk tambah lowong kerja batas suruh cari kerja negeri,0,negatif
2025-06-28,13:28:13,monggo kaburajadulu pasti skill demo,1,positif
2025-06-28,13:07:15,yuk sodara bangsa tanah air mari,0,negatif
2025-06-28,12:58:35,amin lesgo kaburajadulu,0,negatif
2025-06-28,12:44:47,kemarin bilang cinta tanah air adan nasionalisme patut dipertanykan usir rapat menteri,0,negatif
2025-06-28,12:41:58,bilang nasionalis,0,negatif
2025-06-28,12:15:08,demokratis kampung e nyerah tag atuh abang bilang inisial odong lord raja tambang,0,negatif
2025-06-28,12:06:24,sih tunggu janji wapres bocil tolol cari kerja cari bapak,0,negatif
2025-06-28,11:59:23,musuh gilir kerja perintah nyuruh n tawar loker negeri ancurrrr perintah kredibel buruk sejarah nkri,0,negatif
2025-06-28,11:59:04,fan service abah top selfie pakai hp terimakasih jumpa will always keep the three rules mind before ending before after,1,positif
2025-06-28,11:51:43,halah pas agenda anggap nasionalis bahlul tuhul,0,negatif
2025-06-28,11:41:57,halah kemarin pas ribut tagar kaburajadulu bilang cinta negara,0,negatif
2025-06-28,11:28:00,marah ya bikin gampang bukain jalur,0,negatif
2025-06-28,11:09:14,serba salah warga konoha nasionalisme negeri,0,negatif
2025-06-28,11:09:02,gimana sih bajing warga negara indonesia barengbareng naikin hashtag tranding twitter salah jabat bilang cinta tanah air ya brengsek,0,negatif
2025-06-28,10:54:11,kemarin kaya bilang nasionalisme orang pilih nyuruh pergi,0,negatif
2025-06-28,10:51:01,tempo bilang nasionalis,0,negatif
2025-06-28,10:47:27,kemarin sibuk baik citra mbelgedes nemen,1,positif
2025-06-28,09:52:26,bahas khusus cna brain drainnya ditekenin,1,positif
2025-06-28,08:54:14,cibir pojok viralnya fakta sanggup lapang kerja rakyat,0,negatif
2025-06-28,08:30:53,buzzer gaji ngebully rakyat,0,negatif
2025-06-28,08:28:57,wapres buka juta lapang kerja wamen kaburajadulutidak nasionalis menaker cari kerja negeri biar ngurangi anggur sungguh lucu miris mang kuasa negeri,1,positif
2025-06-28,08:25:24,tagar cibir nasionalis amp patriotik btw perintah nyerah pas kampanye janji juta lapang kerja,1,positif
2025-06-28,07:42:14,obrol recruiter bule eropa top reasons reject kandidat lancar bahasa inggris tele grammar mistakes cv apply lowong sesuai skill amp experience modal berani,1,positif
2025-06-28,07:34:55,serba salah ya hidup negeri tagar tuduh nasionalis anggur tuduh beban negara hengkang indonesia karepe piye jal,0,negatif
2025-06-28,07:34:45,moga,1,positif
2025-06-28,07:15:32,nasionalis negeri blunder mlulu perintah,0,negatif
2025-06-28,06:36:06,suruh,0,negatif
2025-06-28,05:53:54,kemarin bilangy nasionalis nyuruh tki kagak danta pmerintah asih lapang kerja nyuruh wargay cari dkata bayar lpk kagak mahal ya sdiain balai latihany murah visay doang,0,negatif
2025-06-28,05:52:38,they be saying nasionalis syukur kerja negeri bantu kurang anggur nasionalis bantu perintah,0,negatif
2025-06-28,05:29:26,paham,0,negatif
2025-06-28,05:14:57,warganet bilang kayak rameramenya sindir perintah nasionalis eh gilir saran kerja negeri,0,negatif
2025-06-28,05:02:13,ngeri sih kondisi benernya tuh ajar sih siap tau ya minimal cita cita slow living ya jepang,1,positif
2025-06-28,04:59:24,mampir izakaya bandung taste visual jepang kali kesini ya worth taste worth price konon bos rajin bolak jepang studi banding,1,positif
2025-06-28,04:18:17,kemarin pas trending kaburajadulu tantrum suruh negeri lin negara,0,negatif
2025-06-28,04:17:16,usir,0,negatif
2025-06-28,04:16:52,yaudah ayo yor,1,positif
2025-06-28,03:50:20,kemarin katai nyuruh negeri sungguh kandang pola pikir,0,negatif
2025-06-28,03:26:08,usir warga negara bonus demografi demografi tahi anjing marah biar dunia tau indonesia negara gagal bahan tertawa malaysia kiamat,0,negatif
2025-06-28,03:05:41,serang buzzer,0,negatif
2025-06-28,02:57:08,kemarin rame tagar kaburajadulu bilang nasionalis gimana sih konsep,0,negatif
2025-06-28,02:52:28,bilang nasionalis tri suruh cari kerja negeri tanda jabat becus kerja bene,0,negatif
2025-06-28,02:45:15,kemarin anak muda kampanye anggap nasionalis,0,negatif
2025-06-28,02:41:13,viral hashtag cibir suruh kabur beneranpemerentah kntl,0,negatif
2025-06-28,02:32:46,kemarin dibully cinta tanah air perintah kocak,0,negatif
2025-06-28,02:29:04,suruh perintah,0,negatif
2025-06-28,02:23:52,iya suruh,0,negatif
2025-06-28,02:14:23,termul bani kemarin bully tagar nih suara,0,negatif
2025-06-28,02:13:05,ayoh nih,0,negatif
2025-06-28,02:04:01,kaburajadulu liput cna insider,0,negatif
2025-06-28,01:59:48,aka kerja luar negeri nasionalis kerja dalam negeri gagas kabur keren sih tau perintah indonesia isi orang orang tolol cipta lapang kerja gagas kabur,1,positif
2025-06-28,01:55:34,ayo naik tagar,1,positif
2025-06-28,01:49:23,perintah sila,0,negatif
2025-06-28,01:17:44,ogut lihat keblunderan perintah krja negeri anggap lil lil lil bahlil nasionalis mncul sketika ogut,1,positif
2025-06-28,01:15:39,dukung,1,positif
2025-06-28,01:10:08,kemarin tagar kaburajadulu bilang nasionalis eh suruh negeri cari kerja sehat warga negara indonesia,0,negatif
2025-06-28,00:53:12,anjay tuju kaburajadulu,0,negatif
2025-06-28,00:46:28,ujungujungnya suruh saking becus kerja perintah,0,negatif
2025-06-28,00:45:32,juta,1,positif
2025-06-28,00:45:24,birtaaaa pagi start versi mini ya,1,positif
2025-06-28,00:42:53,gera kemarin katai nasional perintah labil,0,negatif
2025-06-28,00:05:36,benar,0,negatif
2025-06-28,00:04:49,duit ya duit kerja gimana tuh,1,positif
2025-06-27,23:17:52,lampu hijau hashtag kaburajadulu,1,positif
2025-06-27,23:16:08,damn even setan lokal,0,negatif
2025-06-27,23:05:12,tri bahlil kaburajadulu negeri nasionalis,0,negatif
2025-06-27,22:58:37,kemarin marah kiri suruh pergi sebal deh,0,negatif
2025-06-27,22:43:26,bingung korea selatan jepang tabung ribu rupiah,1,positif
2025-06-27,17:48:36,nih,0,negatif
2025-06-27,17:28:00,kaburajadulu pindah warga negara,0,negatif
2025-06-27,16:36:17,diomelin luhut,0,negatif
2025-06-27,16:32:05,tagar naif,0,negatif
2025-06-27,16:28:00,amin nis moga wujud kaburajadulu,1,positif
2025-06-27,16:14:14,iri orang privilege terap nyata,0,negatif
2025-06-27,16:09:07,solusi tingkat anggur,1,positif
2025-06-27,15:51:00,luhut pulang,0,negatif
2025-06-27,15:46:37,ok mau,1,positif
2025-06-27,15:43:46,austria alesannya ya,1,positif
2025-06-27,15:22:40,kemarin bilang kontl,0,negatif
2025-06-27,15:18:20,gue feni pilih quadlips wjwjwjwj sjw fashion orang sekar hazmi moga ambil wn thailand kak feni,0,negatif
2025-06-27,15:16:28,tempo nasionalis usir mulut jabat rezim bicara mulut mikir cari solusi,0,negatif
2025-06-27,15:05:29,ganggu ah,0,negatif
2025-06-27,14:39:31,lawak mulu nih negeri kemarin trend bilang nasionalis suruh negeri,0,negatif
2025-06-27,14:28:54,kemarin,0,negatif
2025-06-27,14:13:25,kaburajadulu mama papa,1,positif
2025-06-27,14:08:52,segitu mah prabowo,0,negatif
2025-06-27,14:08:45,pas orang bilang misuh ngoahahahahahaha aneh entah takut hilang potensi pajak ye,0,negatif
2025-06-27,13:57:40,indomaret moga ya,1,positif
2025-06-27,13:57:18,presiden ya dapat generasi muda indonesia dukung milu menang milu janji lapang kerja,1,positif
2025-06-27,13:56:47,cap nasionalis ya heboh tagar,0,negatif
2025-06-27,13:48:25,aku perintah,0,negatif
2025-06-27,13:23:40,babibabieh babu negara pikir gimana warga peletjaan hidup layak nyuruh milir kemarin tagar dilecehin babiiiiiibabiiiieh babuuuubabuuuuu kayak babi,0,negatif
2025-06-27,13:21:49,katseye tour pasar barat jir,0,negatif
2025-06-27,12:42:05,hayuk gue bawah zohran,0,negatif
2025-06-27,12:28:32,negara,0,negatif
2025-06-27,12:25:31,kemarin marah suruh pergi,0,negatif
2025-06-27,12:07:45,kaburajadulu dieluelukan oranggg,0,negatif
2025-06-27,12:04:16,resmi nih,1,positif
2025-06-27,12:02:13,tagar maki nasionalis menteri saran cari kerja luar negeri ku jamin selamat perintah kerja indonesia negeri,0,negatif
2025-06-27,11:58:59,tau ku komunitas kerja jepang fb kak networking tau discord servernya kaburajadulu,0,negatif
2025-06-27,11:50:26,kemarin rakyat bilang bilang nasionalis kampung wamen ambek bilang ngeles lap kerja eh oceh menteri ya prabowo hadeeeh rezim omonomon doang nih janganjangan,0,negatif
2025-06-27,11:47:34,orang ramai cari kerja negeri cap nasionalisme suruh cari kerja negeri bantu kurang anggur sontoloyo,0,negatif
2025-06-27,11:47:01,kemarin pas bilang nasionalis statementnya,1,positif
2025-06-27,11:24:19,kemarin rame perintah risih,0,negatif
2025-06-27,11:22:25,kemarin pas trend bilang nasionalis usir lapang kerja banyak pribumi loh,1,positif
2025-06-27,10:57:30,pilih kaburajadulu warga hmmmmmmmmm,0,negatif
2025-06-27,10:55:59,menteri ya nyuruh,0,negatif
2025-06-27,10:49:14,suka tagar hasil imingiming janji juta lapang kerja penuh,1,positif
2025-06-27,10:46:41,ooo memvalidasi mas,0,negatif
2025-06-27,10:25:52,gue,0,negatif
2025-06-27,10:20:39,salah genk mulyono cekal negeri kira drama ya,0,negatif
2025-06-27,10:20:19,hesteknya abang,0,negatif
2025-06-27,10:12:50,hebat jasa thd negeri bicara,1,positif
2025-06-27,10:10:28,hashtag viral visioner,0,negatif
2025-06-27,10:06:45,kriteria unggah tweet kaburajadulu engagement tweetnya kak,0,negatif
2025-06-27,09:52:33,kemarin dinyiyirin tuduh nasionalis disuruhsuruh rakyat salah ketidakbecusan perintah urus negara,0,negatif
2025-06-27,09:46:55,kemarin nyinyir tagar kaburajadulu tahi babi,0,negatif
2025-06-27,09:17:48,angka anggur negeri solusi lari,0,negatif
2025-06-27,09:11:37,janji juta lapang kerja hilal kemarin masyarakat koar koar bilang nasionalis saiki ngene iki pitikih,1,positif
2025-06-27,09:09:59,ya,1,positif
2025-06-27,08:55:17,kemarenan orang bilang nasionalis suruh kabur benar menteri mending obrol biar koplaknya lawak kabinet,0,negatif
2025-06-27,08:49:34,perintah juta lapang krj bohong menyutujui konfirmasi,1,positif
2025-06-27,08:45:01,boneka kaburajadulu,0,negatif
2025-06-27,08:41:10,tagar marah opung,0,negatif
2025-06-27,08:31:02,kemarin hujat kaburajadulu nasionalis negara gila,0,negatif
2025-06-27,08:27:34,lbp wamen noel bilang ngeledekin nasionalis kabinet usul warga biar kurang anggur kabinet prabowo mau gimana sih,0,negatif
2025-06-27,08:19:31,menteri pmi dorong reaktif loker solusi masalah ketenagakerjaan negeri lo gimana eramania dukung,1,positif
2025-06-27,08:17:42,kemarin bikin hashtag kaburajadulu katai emang ye minum favorit perintah jilat ludah,0,negatif
2025-06-27,08:13:37,hashtag,0,negatif
2025-06-27,08:07:40,kemarin tagar dinyinyirin mentok solusi nyuruh rakyat kabur kerja sik becus mundur negeri milik babe moyang,0,negatif
2025-06-27,07:45:04,menteri inisial b orang nasionalisme ya,1,positif
2025-06-27,07:44:43,duluan rakyat pikir hashtag wkwk,0,negatif
2025-06-27,07:30:15,ttapi kemarin ambek pas trending,1,positif
2025-06-27,06:54:46,kemarin nasionalis,0,negatif
2025-06-27,06:49:46,rame rakyat bilang nasionalis balik kelen,0,negatif
2025-06-27,06:43:49,jawban pas bilang nasionalis,1,positif
2025-06-27,06:40:33,kemarin buzzer nyinyir tagar mantri nyuruh cari kerja negeri,0,negatif
2025-06-27,06:38:42,lucu nih negara wkwk kemarin katai nasionalis suruh cari kerja negeri,0,negatif
2025-06-27,06:31:23,anggota kabinet akur alihalih usaha wujud janji juta lapang kerja menteri rame bilang cari kerja negeri nasionalis menteri bingung nyerap tenaga kerja nyuruh masyarakat cari kerja negeri,1,positif
2025-06-27,06:31:17,kemarin muncul hashtag sibuk perintah ya cinta tanah air,0,negatif
2025-06-27,06:29:53,gera lapang kerja diendorse langsung menteri mantap,1,positif
2025-06-27,05:59:45,kemarin hashtag lo komentar gilir kerja kosong lo suruh cari fungsi lo kerja apaann,0,negatif
2025-06-27,05:56:46,rame kaburajadulu dinyinyirin suruh cari kerja luneg,0,negatif
2025-06-27,05:55:00,menteri tempo bilang nasionalis suruh cari kerja negeri,0,negatif
2025-06-27,05:54:53,sesuai tagline,1,positif
2025-06-27,05:46:35,bilang cinta nkri,0,negatif
2025-06-27,05:45:41,yeu kemarin pas bilang nasionalis suruh dadi negoro plinplan,0,negatif
2025-06-27,05:35:43,tolol bikin solusi ngusir gilir rakyat ramerame bikin tagar kelen protes pajak gue setan pajak gue pakai ngegaji kagak ikhlasss gue,0,negatif
2025-06-27,05:33:00,mending bang cgm bikin nyaman mulu jot,1,positif
2025-06-27,05:32:13,hashtag cibir perintah giat guna perintah,0,negatif
2025-06-27,05:27:00,kabur brng,0,negatif
2025-06-27,05:19:01,statement bentuk cermin negara gagal hadir rakyat miris lucu sih lol kemarin pas rame bilang nasionalis suruh cabut konsisten banget,0,negatif
2025-06-27,05:06:34,gambar perintah harmonis kemarin katai nasionalis diimingiming angkat cpns besarbesaran janji juta lapang kerja hasil usir perintah sindir rakyat byr pajak kayak sindir koruptor,0,negatif
2025-06-27,04:59:29,tri aku tuju,0,negatif
2025-06-27,04:58:54,weii proyek jobfair ngumpulin ribu anggur pamer investor kelar cuan kemenaker sila cari kerja negeri,0,negatif
2025-06-27,04:55:10,gimana pas nasionalisme ya suruh cari kerja negeri wkwkwk,1,positif
2025-06-27,04:54:58,asa bilang nasionalis,0,negatif
2025-06-27,04:53:02,kemarin serentak kaburajadulu bilang nasionalis mau gimana sih,1,positif
2025-06-27,04:49:05,kabinet nih kemarin ngeledek kompak nih hasil didik bela negara kemarin kalah taruna layar,0,negatif
2025-06-27,04:48:16,ngeceni kaburajadulu warga kerja negeri,1,positif
2025-06-27,04:48:05,langsung,1,positif
2025-06-27,04:45:08,dih dasar dukung,1,positif
2025-06-27,04:44:48,keluar hashtag hina caci maki dukung sih suruh kabur tri bowo bajing lingkar sih bowo,0,negatif
2025-06-27,04:40:21,kemarin pas rame kaburajadulu disinisin ya statement kontradiktif bikin blok banget,1,positif
2025-06-27,04:38:27,pasang tagar,0,negatif
2025-06-27,04:37:02,kemarin hashtag kabur hujat suruh kerja negeri gagas visioner tau jabat jabat tolol ya cipta lapang kerja cipta,0,negatif
2025-06-27,04:27:44,kemarin nyinyir kaburajadulu bangsat,0,negatif
2025-06-27,04:25:48,bingung negeri kondisi jelek negeri ya makan warteg masakan prasmanan kisar harga ribu kota desa murah,1,positif
2025-06-27,04:24:37,digaslight nasionalis pas digaslight dianggep beban negara suruh cari kerja negeri kabinet doang mah kompak gaslighter,0,negatif
2025-06-27,04:21:09,kemarin bikin ngamuk kaktanya nasionalisme nyuruh rakyat kerja negeri ya sih,1,positif
2025-06-27,04:18:18,kemarin pas kaburajadulu bilang nasionalis eek,0,negatif
2025-06-27,04:03:31,usaha useur hancur reputasi karir lo tahu spill chat pribadi atas kaburajadulu indonesia susah banget peluang,1,positif
2025-06-27,03:57:47,wkwk kemarin bikin hashtag salah gilir usir hahhaah gimana ngentottt,0,negatif
2025-06-27,03:56:53,statement ya sih kemarin bilang nasionalis,1,positif
2025-06-27,03:55:12,tagar jabat bilang nasionalis patriotik amp sebut nuansa negatif fakta hukum runyam amp kerap adil insan politik mbuuuulet lepas roh kenegarawanan cari kerja fakta menang sulit,0,negatif
2025-06-27,03:53:37,kemarin marah suruh pergi mau gimana sih,0,negatif
2025-06-27,03:53:26,kemarin marah marah,0,negatif
2025-06-27,03:52:33,wkwkwkwk usir kemarin nyuarain tagar kaburajadulu marah ngusir akal loh dimanaa,0,negatif
2025-06-27,03:51:40,bantu marah paksa kabur wkwkkw ain lap kerja coba kamera,0,negatif
2025-06-27,03:47:00,uas studi media amp bangun kelompok fransiska christine si hi nabila yasmin ilkom dewi hanum f ilkom,1,positif
2025-06-27,03:46:29,tren media sosial cermin gelisah generasi muda sistem negara kunjung benah yuk paham akar prokontra perintah baik kondisi baca lengkap,0,negatif
2025-06-27,03:42:15,kemarin tagar kaburajadulu nyinyir,0,negatif
2025-06-27,03:42:10,kemarin dinyinyirin ajg,0,negatif
2025-06-27,03:38:16,ngeremehin,0,negatif
2025-06-27,03:37:49,kenarin pas rame panik ngejelekin orang pergi bilang nasionalis,0,negatif
2025-06-27,03:35:37,presiden anjur bantu harap bantu,0,negatif
2025-06-27,03:26:46,menteri rame cari kerja bilang nasionalis anggota kabinet mggak kompak nih,0,negatif
2025-06-27,03:19:09,fix suruh,0,negatif
2025-06-27,03:18:18,galau gatot rencana kaburajadulu,0,negatif
2025-06-27,03:08:58,kemarin hashtag nyinyir perintah esp sih b kerja negeri ragu nasionalisme saran lucu ha ha ha ha ha ha,0,negatif
2025-06-27,03:08:43,menteri prabowo omong yaabikin gemas solusi baik jabat repot ngurusi rakyathebat sampeyan ngeten,0,negatif
